Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Selling_Price,Cost_Price,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Total_Cost,Profit,Profit_Margin_Percent,Payment_Mode,Sales_Channel,City
ORD100019,2025-11-10,C1419,P136,Water Bottle V1,Home,5,1430,1182,10.0,7150,715.0,6435.0,5910,525.0,8.16,Card,Online,Agra
ORD100020,2024-03-28,C1323,P178,Biscuits V1,Grocery,2,1460,1162,5.0,2920,146.0,2774.0,2324,450.0,16.22,UPI,Phone,Mumbai
ORD100021,2025-10-06,C1496,P173,Coffee V2,Grocery,6,930,610,15.0,5580,837.0,4743.0,3660,1083.0,22.83,Card,Online,Prayagraj
ORD100022,2025-10-26,C1276,P160,Charging Cable V1,Accessories,5,3270,2329,5.0,16350,817.5,15532.5,11645,3887.5,25.03,Card,Online,Agra
ORD100023,2026-03-17,C1335,P160,Charging Cable V1,Accessories,2,3270,2329,0.0,6540,0.0,6540.0,4658,1882.0,28.78,Card,Store,Prayagraj
ORD100024,2025-04-09,C1075,P179,Biscuits V2,Grocery,3,1150,889,10.0,3450,345.0,3105.0,2667,438.0,14.11,Card,Online,Gurugram
ORD100025,2025-05-09,C1111,P122,Office Chair V2,Office,5,4160,2937,10.0,20800,2080.0,18720.0,14685,4035.0,21.55,UPI,Online,Delhi
ORD100026,2025-02-19,C1425,P177,Tea V3,Grocery,1,540,388,10.0,540,54.0,486.0,388,98.0,20.16,UPI,Online,Lucknow
ORD100027,2024-01-11,C1205,P138,Water Bottle V3,Home,1,2890,1947,5.0,2890,144.5,2745.5,1947,798.5,29.08,UPI,Online,Noida
ORD100028,2025-02-15,C1151,P171,Travel Pouch V3,Accessories,5,1430,1156,10.0,7150,715.0,6435.0,5780,655.0,10.18,UPI,Online,Jaipur
ORD100029,2024-05-20,C1245,P100,Wireless Mouse V1,Electronics,2,3130,2246,10.0,6260,626.0,5634.0,4492,1142.0,20.27,UPI,Online,Lucknow
ORD100030,2025-10-01,C1343,P125,Desk Lamp V2,Office,1,4970,3317,10.0,4970,497.0,4473.0,3317,1156.0,25.84,Cash,Store,Gurugram
ORD100031,2024-04-12,C1308,P164,Power Bank V2,Accessories,1,1150,849,10.0,1150,115.0,1035.0,849,186.0,17.97,Card,Online,Mumbai
ORD100032,2024-07-25,C1028,P131,File Folder V2,Office,5,5150,3339,15.0,25750,3862.5,21887.5,16695,5192.5,23.72,UPI,Online,Lucknow
ORD100033,2025-09-21,C1232,P170,Travel Pouch V2,Accessories,1,1850,1364,15.0,1850,277.5,1572.5,1364,208.5,13.26,Card,Store,Prayagraj
ORD100034,2025-11-23,C1429,P129,Printer Paper V3,Office,1,7700,4733,5.0,7700,385.0,7315.0,4733,2582.0,35.3,UPI,Online,Delhi
ORD100035,2025-06-01,C1203,P156,Laptop Bag V3,Accessories,5,1980,1255,20.0,9900,1980.0,7920.0,6275,1645.0,20.77,Net Banking,Online,Mumbai
ORD100036,2026-01-15,C1220,P166,Desk Mat V1,Accessories,1,3330,2082,5.0,3330,166.5,3163.5,2082,1081.5,34.19,UPI,Online,Agra
ORD100037,2025-05-21,C1059,P174,Coffee V3,Grocery,2,1420,1012,0.0,2840,0.0,2840.0,2024,816.0,28.73,Card,Store,Delhi
ORD100038,2024-12-13,C1158,P160,Charging Cable V1,Accessories,1,3270,2329,10.0,3270,327.0,2943.0,2329,614.0,20.86,Card,Online,Jaipur
ORD100039,2025-01-02,C1428,P161,Charging Cable V2,Accessories,2,2440,1541,10.0,4880,488.0,4392.0,3082,1310.0,29.83,Card,Store,Delhi
ORD100040,2025-08-05,C1091,P108,Headphones V3,Electronics,2,4890,3636,5.0,9780,489.0,9291.0,7272,2019.0,21.73,UPI,Store,Gurugram
ORD100041,2026-05-07,C1291,P161,Charging Cable V2,Accessories,1,2440,1541,10.0,2440,244.0,2196.0,1541,655.0,29.83,UPI,Online,Noida
ORD100042,2024-02-28,C1312,P139,Storage Box V1,Home,6,2100,1652,0.0,12600,0.0,12600.0,9912,2688.0,21.33,Card,Online,Lucknow
ORD100043,2024-11-13,C1223,P161,Charging Cable V2,Accessories,4,2440,1541,5.0,9760,488.0,9272.0,6164,3108.0,33.52,Card,Online,Prayagraj
ORD100044,2026-02-19,C1410,P106,Headphones V1,Electronics,4,4570,3663,0.0,18280,0.0,18280.0,14652,3628.0,19.85,Card,Online,Prayagraj
ORD100045,2024-07-22,C1160,P127,Printer Paper V1,Office,1,6100,4997,5.0,6100,305.0,5795.0,4997,798.0,13.77,Cash,Online,Gurugram
ORD100046,2025-08-13,C1004,P159,Phone Case V3,Accessories,1,1360,849,10.0,1360,136.0,1224.0,849,375.0,30.64,Cash,Online,Gurugram
ORD100047,2025-11-29,C1231,P128,Printer Paper V2,Office,2,2840,2176,10.0,5680,568.0,5112.0,4352,760.0,14.87,Card,Store,Gurugram
ORD100048,2025-07-03,C1175,P126,Desk Lamp V3,Office,6,370,241,0.0,2220,0.0,2220.0,1446,774.0,34.86,UPI,Online,Prayagraj
ORD100049,2025-04-03,C1186,P120,Notebook V3,Office,3,5080,3876,0.0,15240,0.0,15240.0,11628,3612.0,23.7,Cash,Online,Prayagraj
ORD100050,2024-04-23,C1432,P131,File Folder V2,Office,1,5150,3339,0.0,5150,0.0,5150.0,3339,1811.0,35.17,UPI,Phone,Mumbai
ORD100051,2024-05-04,C1137,P124,Desk Lamp V1,Office,1,4350,2868,10.0,4350,435.0,3915.0,2868,1047.0,26.74,Card,Store,Mumbai
ORD100052,2025-07-26,C1426,P124,Desk Lamp V1,Office,1,4350,2868,15.0,4350,652.5,3697.5,2868,829.5,22.43,UPI,Phone,Mumbai
ORD100053,2025-12-09,C1190,P158,Phone Case V2,Accessories,4,2660,1753,15.0,10640,1596.0,9044.0,7012,2032.0,22.47,Net Banking,Store,Lucknow
ORD100054,2024-07-07,C1401,P126,Desk Lamp V3,Office,3,370,241,10.0,1110,111.0,999.0,723,276.0,27.63,Card,Store,Gurugram
ORD100055,2024-06-30,C1457,P121,Office Chair V1,Office,1,6460,4606,10.0,6460,646.0,5814.0,4606,1208.0,20.78,Card,Online,Prayagraj
ORD100056,2025-12-26,C1241,P146,Cushion V2,Home,2,3320,2419,10.0,6640,664.0,5976.0,4838,1138.0,19.04,UPI,Online,Jaipur
ORD100057,2024-07-25,C1267,P139,Storage Box V1,Home,4,2100,1652,0.0,8400,0.0,8400.0,6608,1792.0,21.33,UPI,Store,Lucknow
ORD100058,2026-03-14,C1437,P125,Desk Lamp V2,Office,1,4970,3317,10.0,4970,497.0,4473.0,3317,1156.0,25.84,UPI,Store,Gurugram
ORD100059,2025-12-21,C1127,P154,Laptop Bag V1,Accessories,5,3580,2326,10.0,17900,1790.0,16110.0,11630,4480.0,27.81,Cash,Online,Gurugram
ORD100060,2024-06-27,C1211,P136,Water Bottle V1,Home,5,1430,1182,5.0,7150,357.5,6792.5,5910,882.5,12.99,Net Banking,Online,Kanpur
ORD100061,2026-02-23,C1063,P141,Storage Box V3,Home,1,2200,1823,5.0,2200,110.0,2090.0,1823,267.0,12.78,UPI,Online,Noida
ORD100062,2026-03-12,C1250,P119,Notebook V2,Office,1,3040,2028,15.0,3040,456.0,2584.0,2028,556.0,21.52,UPI,Online,Jaipur
ORD100063,2024-03-24,C1386,P136,Water Bottle V1,Home,3,1430,1182,10.0,4290,429.0,3861.0,3546,315.0,8.16,UPI,Online,Delhi
ORD100064,2026-05-11,C1055,P159,Phone Case V3,Accessories,2,1360,849,5.0,2720,136.0,2584.0,1698,886.0,34.29,UPI,Phone,Delhi
ORD100065,2025-05-30,C1222,P163,Power Bank V1,Accessories,1,510,428,20.0,510,102.0,408.0,428,-20.0,-4.9,UPI,Online,Delhi
ORD100066,2024-01-31,C1374,P110,USB Hub V2,Electronics,2,980,657,10.0,1960,196.0,1764.0,1314,450.0,25.51,UPI,Store,Jaipur
ORD100067,2024-12-20,C1427,P159,Phone Case V3,Accessories,1,1360,849,5.0,1360,68.0,1292.0,849,443.0,34.29,Cash,Online,Lucknow
ORD100068,2024-04-15,C1180,P155,Laptop Bag V2,Accessories,1,2620,1779,5.0,2620,131.0,2489.0,1779,710.0,28.53,Net Banking,Store,Noida
ORD100069,2025-02-02,C1105,P114,Webcam V3,Electronics,1,3680,2607,0.0,3680,0.0,3680.0,2607,1073.0,29.16,Cash,Store,Lucknow
ORD100070,2024-02-09,C1147,P176,Tea V2,Grocery,4,920,750,15.0,3680,552.0,3128.0,3000,128.0,4.09,UPI,Online,Lucknow
ORD100071,2025-12-08,C1186,P161,Charging Cable V2,Accessories,7,2440,1541,20.0,17080,3416.0,13664.0,10787,2877.0,21.06,Card,Phone,Prayagraj
ORD100072,2024-07-05,C1485,P162,Charging Cable V3,Accessories,1,3240,2132,5.0,3240,162.0,3078.0,2132,946.0,30.73,UPI,Online,Delhi
ORD100073,2026-01-07,C1207,P121,Office Chair V1,Office,3,6460,4606,10.0,19380,1938.0,17442.0,13818,3624.0,20.78,Net Banking,Online,Agra
ORD100074,2026-02-06,C1186,P175,Tea V1,Grocery,3,1390,900,10.0,4170,417.0,3753.0,2700,1053.0,28.06,UPI,Online,Prayagraj
ORD100075,2026-01-31,C1083,P121,Office Chair V1,Office,3,6460,4606,5.0,19380,969.0,18411.0,13818,4593.0,24.95,UPI,Online,Delhi
ORD100076,2026-06-15,C1398,P176,Tea V2,Grocery,1,920,750,5.0,920,46.0,874.0,750,124.0,14.19,UPI,Phone,Prayagraj
ORD100077,2025-11-16,C1327,P107,Headphones V2,Electronics,3,3120,2535,10.0,9360,936.0,8424.0,7605,819.0,9.72,Card,Store,Agra
ORD100078,2026-01-27,C1209,P116,Bluetooth Speaker V2,Electronics,4,4810,3714,10.0,19240,1924.0,17316.0,14856,2460.0,14.21,UPI,Store,Jaipur
ORD100079,2026-04-28,C1423,P114,Webcam V3,Electronics,3,3680,2607,0.0,11040,0.0,11040.0,7821,3219.0,29.16,UPI,Store,Noida
ORD100080,2025-11-24,C1366,P100,Wireless Mouse V1,Electronics,3,3130,2246,5.0,9390,469.5,8920.5,6738,2182.5,24.47,Net Banking,Store,Mumbai
ORD100081,2026-06-22,C1071,P126,Desk Lamp V3,Office,1,370,241,15.0,370,55.5,314.5,241,73.5,23.37,Cash,Online,Noida
ORD100082,2025-11-13,C1350,P116,Bluetooth Speaker V2,Electronics,5,4810,3714,5.0,24050,1202.5,22847.5,18570,4277.5,18.72,UPI,Store,Noida
ORD100083,2025-12-12,C1232,P148,LED Bulb V1,Home,2,1590,982,20.0,3180,636.0,2544.0,1964,580.0,22.8,Net Banking,Store,Prayagraj
ORD100084,2025-10-29,C1272,P105,Keyboard V3,Electronics,6,4190,3534,5.0,25140,1257.0,23883.0,21204,2679.0,11.22,UPI,Phone,Lucknow
ORD100085,2024-10-14,C1464,P159,Phone Case V3,Accessories,3,1360,849,5.0,4080,204.0,3876.0,2547,1329.0,34.29,UPI,Online,Lucknow
ORD100086,2026-03-18,C1096,P162,Charging Cable V3,Accessories,3,3240,2132,0.0,9720,0.0,9720.0,6396,3324.0,34.2,Card,Online,Mumbai
ORD100087,2024-10-13,C1471,P113,Webcam V2,Electronics,3,2640,1889,0.0,7920,0.0,7920.0,5667,2253.0,28.45,Card,Phone,Prayagraj
ORD100088,2024-12-25,C1009,P166,Desk Mat V1,Accessories,1,3330,2082,15.0,3330,499.5,2830.5,2082,748.5,26.44,Card,Store,Prayagraj
ORD100089,2024-04-14,C1180,P143,Table Clock V2,Home,5,2900,2046,10.0,14500,1450.0,13050.0,10230,2820.0,21.61,UPI,Online,Noida
ORD100090,2025-10-31,C1386,P120,Notebook V3,Office,2,5080,3876,10.0,10160,1016.0,9144.0,7752,1392.0,15.22,UPI,Store,Delhi
ORD100091,2024-05-22,C1249,P151,Cleaning Kit V1,Home,3,2890,1977,5.0,8670,433.5,8236.5,5931,2305.5,27.99,UPI,Online,Kanpur
ORD100092,2025-04-15,C1451,P117,Bluetooth Speaker V3,Electronics,1,1400,967,15.0,1400,210.0,1190.0,967,223.0,18.74,Card,Store,Delhi
ORD100093,2025-07-05,C1241,P109,USB Hub V1,Electronics,1,1970,1209,15.0,1970,295.5,1674.5,1209,465.5,27.8,UPI,Store,Jaipur
ORD100094,2024-08-24,C1180,P154,Laptop Bag V1,Accessories,1,3580,2326,10.0,3580,358.0,3222.0,2326,896.0,27.81,Cash,Online,Noida
ORD100095,2025-05-28,C1448,P159,Phone Case V3,Accessories,3,1360,849,10.0,4080,408.0,3672.0,2547,1125.0,30.64,Card,Store,Agra
ORD100096,2026-06-11,C1437,P172,Coffee V1,Grocery,1,660,526,10.0,660,66.0,594.0,526,68.0,11.45,UPI,Online,Gurugram
ORD100097,2025-06-26,C1051,P175,Tea V1,Grocery,1,1390,900,20.0,1390,278.0,1112.0,900,212.0,19.06,UPI,Store,Agra
ORD100098,2025-05-04,C1181,P141,Storage Box V3,Home,4,2200,1823,15.0,8800,1320.0,7480.0,7292,188.0,2.51,UPI,Online,Jaipur
ORD100099,2025-10-18,C1165,P177,Tea V3,Grocery,3,540,388,10.0,1620,162.0,1458.0,1164,294.0,20.16,Cash,Store,Delhi
ORD100100,2025-02-18,C1244,P134,Stapler V2,Office,1,5250,3976,10.0,5250,525.0,4725.0,3976,749.0,15.85,UPI,Online,Jaipur
ORD100101,2024-01-26,C1302,P104,Keyboard V2,Electronics,1,820,576,10.0,820,82.0,738.0,576,162.0,21.95,UPI,Store,Noida
ORD100102,2024-09-05,C1013,P177,Tea V3,Grocery,1,540,388,5.0,540,27.0,513.0,388,125.0,24.37,Card,Online,Gurugram
ORD100103,2025-05-05,C1238,P134,Stapler V2,Office,1,5250,3976,5.0,5250,262.5,4987.5,3976,1011.5,20.28,UPI,Store,Noida
ORD100104,2025-03-07,C1043,P123,Office Chair V3,Office,2,4680,3454,0.0,9360,0.0,9360.0,6908,2452.0,26.2,UPI,Online,Jaipur
ORD100105,2026-04-05,C1127,P113,Webcam V2,Electronics,1,2640,1889,5.0,2640,132.0,2508.0,1889,619.0,24.68,UPI,Store,Gurugram
ORD100106,2026-06-30,C1189,P103,Keyboard V1,Electronics,1,4190,2634,15.0,4190,628.5,3561.5,2634,927.5,26.04,UPI,Store,Kanpur
ORD100107,2026-03-02,C1270,P142,Table Clock V1,Home,1,2610,1876,15.0,2610,391.5,2218.5,1876,342.5,15.44,Card,Online,Kanpur
ORD100108,2024-04-12,C1489,P156,Laptop Bag V3,Accessories,1,1980,1255,5.0,1980,99.0,1881.0,1255,626.0,33.28,Cash,Online,Lucknow
ORD100109,2025-02-26,C1059,P142,Table Clock V1,Home,2,2610,1876,15.0,5220,783.0,4437.0,3752,685.0,15.44,UPI,Online,Delhi
ORD100110,2024-04-02,C1406,P105,Keyboard V3,Electronics,2,4190,3534,10.0,8380,838.0,7542.0,7068,474.0,6.28,Card,Online,Delhi
ORD100111,2025-09-15,C1375,P162,Charging Cable V3,Accessories,1,3240,2132,20.0,3240,648.0,2592.0,2132,460.0,17.75,UPI,Phone,Prayagraj
ORD100112,2026-03-19,C1466,P104,Keyboard V2,Electronics,3,820,576,5.0,2460,123.0,2337.0,1728,609.0,26.06,Card,Store,Varanasi
ORD100113,2025-05-29,C1392,P159,Phone Case V3,Accessories,1,1360,849,5.0,1360,68.0,1292.0,849,443.0,34.29,UPI,Online,Prayagraj
ORD100114,2025-12-14,C1082,P146,Cushion V2,Home,4,3320,2419,10.0,13280,1328.0,11952.0,9676,2276.0,19.04,Cash,Online,Noida
ORD100115,2025-05-04,C1493,P157,Phone Case V1,Accessories,2,560,464,0.0,1120,0.0,1120.0,928,192.0,17.14,UPI,Online,Delhi
ORD100116,2025-04-03,C1010,P120,Notebook V3,Office,2,5080,3876,5.0,10160,508.0,9652.0,7752,1900.0,19.69,UPI,Online,Kanpur
ORD100117,2024-02-23,C1330,P115,Bluetooth Speaker V1,Electronics,2,6930,4749,10.0,13860,1386.0,12474.0,9498,2976.0,23.86,Cash,Online,Prayagraj
ORD100118,2025-03-06,C1238,P147,Cushion V3,Home,3,2180,1724,0.0,6540,0.0,6540.0,5172,1368.0,20.92,Card,Store,Noida
ORD100119,2024-03-12,C1262,P162,Charging Cable V3,Accessories,2,3240,2132,5.0,6480,324.0,6156.0,4264,1892.0,30.73,Cash,Store,Varanasi
ORD100120,2024-09-09,C1464,P135,Stapler V3,Office,2,7170,4632,5.0,14340,717.0,13623.0,9264,4359.0,32.0,Cash,Online,Lucknow
ORD100121,2025-10-24,C1399,P113,Webcam V2,Electronics,1,2640,1889,5.0,2640,132.0,2508.0,1889,619.0,24.68,UPI,Online,Agra
ORD100122,2024-08-15,C1430,P145,Cushion V1,Home,2,920,592,5.0,1840,92.0,1748.0,1184,564.0,32.27,Card,Phone,Prayagraj
ORD100123,2024-10-07,C1325,P162,Charging Cable V3,Accessories,3,3240,2132,0.0,9720,0.0,9720.0,6396,3324.0,34.2,Card,Online,Prayagraj
ORD100124,2025-10-14,C1426,P161,Charging Cable V2,Accessories,3,2440,1541,0.0,7320,0.0,7320.0,4623,2697.0,36.84,Card,Online,Mumbai
ORD100125,2024-04-25,C1238,P178,Biscuits V1,Grocery,4,1460,1162,10.0,5840,584.0,5256.0,4648,608.0,11.57,Card,Online,Noida
ORD100126,2024-10-26,C1289,P176,Tea V2,Grocery,6,920,750,15.0,5520,828.0,4692.0,4500,192.0,4.09,Card,Online,Kanpur
ORD100127,2026-04-13,C1186,P109,USB Hub V1,Electronics,2,1970,1209,15.0,3940,591.0,3349.0,2418,931.0,27.8,Net Banking,Online,Prayagraj
ORD100128,2024-04-16,C1087,P100,Wireless Mouse V1,Electronics,1,3130,2246,10.0,3130,313.0,2817.0,2246,571.0,20.27,UPI,Store,Lucknow
ORD100129,2025-12-21,C1224,P174,Coffee V3,Grocery,2,1420,1012,10.0,2840,284.0,2556.0,2024,532.0,20.81,Cash,Online,Noida
ORD100130,2024-04-17,C1018,P125,Desk Lamp V2,Office,1,4970,3317,20.0,4970,994.0,3976.0,3317,659.0,16.57,UPI,Online,Prayagraj
ORD100131,2026-03-05,C1368,P153,Cleaning Kit V3,Home,3,2770,1726,5.0,8310,415.5,7894.5,5178,2716.5,34.41,UPI,Store,Mumbai
ORD100132,2025-03-19,C1297,P139,Storage Box V1,Home,3,2100,1652,10.0,6300,630.0,5670.0,4956,714.0,12.59,UPI,Online,Lucknow
ORD100133,2026-01-23,C1362,P126,Desk Lamp V3,Office,4,370,241,5.0,1480,74.0,1406.0,964,442.0,31.44,UPI,Online,Varanasi
ORD100134,2026-01-07,C1175,P119,Notebook V2,Office,4,3040,2028,10.0,12160,1216.0,10944.0,8112,2832.0,25.88,UPI,Store,Prayagraj
ORD100135,2025-06-10,C1011,P127,Printer Paper V1,Office,1,6100,4997,5.0,6100,305.0,5795.0,4997,798.0,13.77,Cash,Store,Agra
ORD100136,2025-12-28,C1397,P133,Stapler V1,Office,2,6390,4143,10.0,12780,1278.0,11502.0,8286,3216.0,27.96,Card,Online,Varanasi
ORD100137,2026-04-27,C1444,P155,Laptop Bag V2,Accessories,4,2620,1779,0.0,10480,0.0,10480.0,7116,3364.0,32.1,UPI,Online,Jaipur
ORD100138,2025-03-27,C1148,P177,Tea V3,Grocery,1,540,388,10.0,540,54.0,486.0,388,98.0,20.16,Cash,Phone,Delhi
ORD100139,2024-11-12,C1198,P145,Cushion V1,Home,1,920,592,15.0,920,138.0,782.0,592,190.0,24.3,Card,Phone,Delhi
ORD100140,2024-04-18,C1282,P177,Tea V3,Grocery,1,540,388,10.0,540,54.0,486.0,388,98.0,20.16,UPI,Online,Varanasi
ORD100141,2024-07-08,C1470,P131,File Folder V2,Office,4,5150,3339,10.0,20600,2060.0,18540.0,13356,5184.0,27.96,Card,Online,Mumbai
ORD100142,2025-05-22,C1218,P171,Travel Pouch V3,Accessories,1,1430,1156,5.0,1430,71.5,1358.5,1156,202.5,14.91,UPI,Online,Jaipur
ORD100143,2025-07-19,C1343,P174,Coffee V3,Grocery,5,1420,1012,5.0,7100,355.0,6745.0,5060,1685.0,24.98,Card,Online,Gurugram
ORD100144,2024-11-21,C1007,P128,Printer Paper V2,Office,4,2840,2176,10.0,11360,1136.0,10224.0,8704,1520.0,14.87,Cash,Online,Mumbai
ORD100145,2024-08-30,C1274,P144,Table Clock V3,Home,4,2960,2357,10.0,11840,1184.0,10656.0,9428,1228.0,11.52,UPI,Online,Agra
ORD100146,2024-07-18,C1297,P125,Desk Lamp V2,Office,1,4970,3317,10.0,4970,497.0,4473.0,3317,1156.0,25.84,Cash,Store,Lucknow
ORD100147,2025-03-10,C1267,P178,Biscuits V1,Grocery,2,1460,1162,15.0,2920,438.0,2482.0,2324,158.0,6.37,Card,Online,Lucknow
ORD100148,2025-03-23,C1389,P145,Cushion V1,Home,2,920,592,20.0,1840,368.0,1472.0,1184,288.0,19.57,UPI,Store,Noida
ORD100149,2025-01-10,C1262,P110,USB Hub V2,Electronics,6,980,657,10.0,5880,588.0,5292.0,3942,1350.0,25.51,Net Banking,Phone,Varanasi
ORD100150,2025-01-15,C1117,P153,Cleaning Kit V3,Home,2,2770,1726,10.0,5540,554.0,4986.0,3452,1534.0,30.77,UPI,Online,Kanpur
ORD100151,2025-03-13,C1488,P144,Table Clock V3,Home,1,2960,2357,20.0,2960,592.0,2368.0,2357,11.0,0.46,UPI,Online,Lucknow
ORD100152,2025-04-11,C1352,P135,Stapler V3,Office,1,7170,4632,5.0,7170,358.5,6811.5,4632,2179.5,32.0,UPI,Online,Jaipur
ORD100153,2025-05-14,C1092,P144,Table Clock V3,Home,1,2960,2357,5.0,2960,148.0,2812.0,2357,455.0,16.18,Card,Online,Noida
ORD100154,2025-07-29,C1245,P137,Water Bottle V2,Home,2,1800,1202,0.0,3600,0.0,3600.0,2404,1196.0,33.22,UPI,Online,Lucknow
ORD100155,2025-03-16,C1390,P149,LED Bulb V2,Home,2,1290,1029,5.0,2580,129.0,2451.0,2058,393.0,16.03,Card,Online,Varanasi
ORD100156,2025-03-02,C1217,P103,Keyboard V1,Electronics,4,4190,2634,15.0,16760,2514.0,14246.0,10536,3710.0,26.04,UPI,Store,Agra
ORD100157,2024-10-09,C1031,P177,Tea V3,Grocery,1,540,388,15.0,540,81.0,459.0,388,71.0,15.47,Cash,Store,Agra
ORD100158,2024-01-31,C1259,P136,Water Bottle V1,Home,1,1430,1182,15.0,1430,214.5,1215.5,1182,33.5,2.76,Card,Store,Kanpur
ORD100159,2025-10-05,C1029,P129,Printer Paper V3,Office,4,7700,4733,0.0,30800,0.0,30800.0,18932,11868.0,38.53,UPI,Store,Lucknow
ORD100160,2026-05-07,C1086,P105,Keyboard V3,Electronics,1,4190,3534,5.0,4190,209.5,3980.5,3534,446.5,11.22,Card,Store,Noida
ORD100161,2024-12-22,C1029,P141,Storage Box V3,Home,3,2200,1823,20.0,6600,1320.0,5280.0,5469,-189.0,-3.58,Cash,Online,Lucknow
ORD100162,2024-06-09,C1234,P161,Charging Cable V2,Accessories,2,2440,1541,0.0,4880,0.0,4880.0,3082,1798.0,36.84,UPI,Online,Kanpur
ORD100163,2025-12-22,C1235,P137,Water Bottle V2,Home,2,1800,1202,15.0,3600,540.0,3060.0,2404,656.0,21.44,Card,Store,Kanpur
ORD100164,2026-05-30,C1097,P121,Office Chair V1,Office,2,6460,4606,5.0,12920,646.0,12274.0,9212,3062.0,24.95,UPI,Online,Gurugram
ORD100165,2026-05-12,C1397,P138,Water Bottle V3,Home,2,2890,1947,10.0,5780,578.0,5202.0,3894,1308.0,25.14,UPI,Online,Varanasi
ORD100166,2025-12-27,C1196,P141,Storage Box V3,Home,3,2200,1823,10.0,6600,660.0,5940.0,5469,471.0,7.93,UPI,Online,Gurugram
ORD100167,2026-02-16,C1347,P128,Printer Paper V2,Office,1,2840,2176,5.0,2840,142.0,2698.0,2176,522.0,19.35,Card,Store,Jaipur
ORD100168,2026-06-22,C1007,P146,Cushion V2,Home,1,3320,2419,0.0,3320,0.0,3320.0,2419,901.0,27.14,Card,Store,Mumbai
ORD100169,2025-05-10,C1008,P159,Phone Case V3,Accessories,1,1360,849,15.0,1360,204.0,1156.0,849,307.0,26.56,Cash,Store,Agra
ORD100170,2026-02-28,C1407,P143,Table Clock V2,Home,1,2900,2046,15.0,2900,435.0,2465.0,2046,419.0,17.0,UPI,Store,Gurugram
ORD100171,2024-11-01,C1011,P159,Phone Case V3,Accessories,2,1360,849,5.0,2720,136.0,2584.0,1698,886.0,34.29,Card,Phone,Agra
